go_id,go_annotations,go_term,Definitions,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match,bin
GO:0030906,8,"retromer, cargo-selective complex","The trimeric subcomplex of the retromer, believed to be closely associated with the membrane. This trimeric complex is responsible for recognizing and binding to cargo molecules. The complex comprises three Vps proteins in both yeast and mammalian cells: Vps35p, Vps29p, and Vps26p in yeast, and VPS35, VPS29 and VPS26A or VPS26B in mammals.",GO:0098796|GO:0030904,cellular_component,1,2,"retromer, cargo-selective complex",GO:0030904,0,11
GO:0016461,8,unconventional myosin complex,A portmanteau term for myosins other than myosin II.|Note that this term is retained because it is widely used by biologists.,GO:0016459,cellular_component,1,0,unconventional myosin complex,GO:0033179,0,11
GO:1990234,9,transferase complex,"A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor).",GO:1902494,cellular_component,18,1193,transferase complex,GO:1990234,1,11
GO:0030137,8,COPI-coated vesicle,"A vesicle with a coat formed of the COPI coat complex proteins. COPI-coated vesicles are found associated with Golgi membranes at steady state, are involved in Golgi to endoplasmic reticulum (retrograde) vesicle transport, and possibly also in intra-Golgi transport.",GO:0030135|GO:0005798,cellular_component,11,162,COPI-coated vesicle,GO:0030137,1,11
GO:0000811,9,GINS complex,"A heterotetrameric protein complex that associates with replication origins, where it is required for the initiation of DNA replication, and with replication forks.",GO:0031261|GO:0000228,cellular_component,1,1066,GINS complex,GO:0034423,0,11
GO:0005592,9,collagen type XI trimer,A collagen heterotrimer containing type XI alpha chains in alpha1(XI)alpha2(XI)alpha3(XI) trimers; type XI collagen triple helices associate to form fibrils.,GO:0005583,cellular_component,4,0,collagen type XI trimer,GO:0005583,0,11
GO:0045261,7,"proton-transporting ATP synthase complex, catalytic core F(1)","The sector of a hydrogen-transporting ATP synthase complex in which the catalytic activity resides; it comprises the catalytic core and central stalk, and is peripherally associated with a membrane, such as the plasma membrane or the mitochondrial inner membrane, when the entire ATP synthase is assembled.",GO:0045259|GO:0033178,cellular_component,20,36,"proton-transporting ATP synthase complex, catalytic core F(1)",GO:0045261,1,11
GO:0033503,8,HULC complex,"A ubiquitin ligase complex that contains two RING finger proteins, which have ubiquitin ligase activity, in addition to a protein with ubiquitin-conjugating enzyme activity; catalyzes the ubiquitination of histone H2B at lysine 119 (or the equivalent residue). In Schizosaccharomyces the subunits are Rhp6, Shf1, Brl2/Rfp1 and Brl1/Rfp2.",GO:0000785|GO:0000151|GO:0031371,cellular_component,0,3,HULC complex,GO:0031011,0,11
GO:0036057,9,slit diaphragm,"A specialized cell-cell junction found between the interdigitating foot processes of the glomerular epithelium (the podocytes) in the vertebrate kidney, which is adapted for facilitating glomerular filtration.",GO:0036056,cellular_component,2,4079,slit diaphragm,GO:0036057,1,11
GO:0019815,8,B cell receptor complex,"An immunoglobulin complex that is present in the plasma membrane of B cells and that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains and a signaling subunit, a heterodimer of the Ig-alpha and Ig-beta proteins.|Note that an immunoglobulin complex has the function of antigen binding if a suitable antigen is available.",GO:0098802|GO:0019814,cellular_component,5,524,B cell receptor complex,GO:0032998,0,11
GO:0031265,10,CD95 death-inducing signaling complex,"A protein complex formed upon binding of Fas/CD95/APO-1 to its ligand. The complex includes FADD/Mort1, procaspase-8/10 and c-FLIP in addition to the ligand-bound receptor.",GO:0031264,cellular_component,3,557,CD95 death-inducing signaling complex,GO:0071556,0,12
GO:0033185,10,dolichol-phosphate-mannose synthase complex,"A protein complex that possesses dolichyl-phosphate beta-D-mannosyltransferase activity; contains a catalytic subunit, a regulatory subunit, and a third subunit that stabilizes the complex. In human and several other metazoa, the subunits are named DPM1, DPM2 and DPM3, respectively.",GO:0031501,cellular_component,0,1,dolichol-phosphate-mannose synthase complex,GO:0000500,0,12
GO:0016602,11,CCAAT-binding factor complex,"A heteromeric transcription factor complex that binds to the CCAAT-box upstream of promoters; functions as both an activator and a repressor, depending on its interacting cofactors. Typically trimeric consisting of NFYA, NFYB and NFYC subunits. In Saccharomyces, it activates the transcription of genes in response to growth in a nonfermentable carbon source and consists of four known subunits: HAP2, HAP3, HAP4 and HAP5.",GO:0090575,cellular_component,5,43,CCAAT-binding factor complex,GO:0033251,0,12
GO:0071546,11,pi-body,"A P granule that contains the PIWIL2-TDRD1 module, a set of proteins that act in the primary piRNA pathway. The pi-body corresponds to the cementing material between mitochondria found in gonocytes.",GO:0043186,cellular_component,2,45,pi-body,GO:0032042,0,12
GO:0042599,11,lamellar body,"A membrane-bounded organelle, specialized for the storage and secretion of various substances (surfactant phospholipids, glycoproteins and acid phosphates) which are arranged in the form of tightly packed, concentric, membrane sheets or lamellae. Has some similar properties to, but is distinct from, a lysosome.",GO:0030141,cellular_component,7,2091,lamellar body,GO:0042599,1,12
GO:0036449,11,microtubule minus-end,The end of a microtubule that does not preferentially grow (polymerize).,GO:1990752,cellular_component,1,1703,microtubule minus-end,GO:0036449,1,12
GO:0002141,10,stereocilia ankle link,A stereocilia coupling link that is composed of a fine filament present in developing stereocilia that couples the bases of individual stereocilia to one another. They are not present in mature stereocilia.,GO:0002139,cellular_component,0,1,no appropriate match,GO:0000000,0,12
GO:1903143,11,adrenomedullin receptor complex,"A transmembrane, G protein-coupled signaling receptor complex which is capable of adrenomedullin receptor activity.|An example of this is RAMP2 in human (O60895) in PMID:22102369 (inferred from direct assay).",GO:1903439|GO:0038037,cellular_component,0,0,adrenomedullin receptor complex,GO:1990403,0,12
GO:0005588,11,collagen type V trimer,A collagen heterotrimer containing type V alpha chains; [alpha1(V)]2alpha2(V) and alpha1(V)alpha2(V)alpha3(V) trimers have been observed; type V collagen triple helices associate to form fibrils.,GO:0005583,cellular_component,5,0,no appropriate match,GO:0000000,0,12
GO:0030956,9,glutamyl-tRNA(Gln) amidotransferase complex,"A protein complex that possesses glutamyl-tRNA(Gln) amidotransferase activity, and therefore creates Gln-tRNA by amidating Glu-tRNA; usually composed of 3 subunits: A, B, and C. Note that the C subunit may not be required in all organisms.|Note that this term represents a location and not a function; the activity possessed by this complex is mentioned in the definition for the purpose of describing and distinguishing the complex. The function possessed by this complex is represented by the molecular function term 'glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity ; GO:0050567'.",GO:1902494|GO:0140535,cellular_component,0,3,glutamyl-tRNA(Gln) amidotransferase complex,GO:0030956,1,12
GO:0008287,12,protein serine/threonine phosphatase complex,"A complex, normally consisting of a catalytic and a regulatory subunit, which catalyzes the removal of a phosphate group from a serine or threonine residue of a protein.",GO:1903293,cellular_component,13,48,protein serine/threonine phosphatase complex,GO:0008287,1,13
GO:0035631,12,CD40 receptor complex,"A protein complex that contains at least CD40 (a cell surface receptor of the tumour necrosis factor receptor (TNFR) superfamily), and other signaling molecules.",GO:0098802,cellular_component,11,65,CD40 receptor complex,GO:0035631,1,13
GO:0031465,11,Cul4B-RING E3 ubiquitin ligase complex,A ubiquitin ligase complex in which a cullin from the Cul4B subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by unknown subunits.,GO:0080008,cellular_component,1,2,Cul4B-RING E3 ubiquitin ligase complex,GO:0031463,0,13
GO:0033018,13,sarcoplasmic reticulum lumen,The volume enclosed by the membranes of the sarcoplasmic reticulum.,GO:0031974|GO:0005788|GO:0016529,cellular_component,1,138,sarcoplasmic reticulum lumen,GO:0033018,1,13
GO:0097449,14,astrocyte projection,A prolongation or process extending from the soma of an astrocyte and wrapping around neurons.,GO:0097386,cellular_component,5,6,astrocyte projection,GO:0097483,0,13
GO:0030896,11,checkpoint clamp complex,Conserved heterotrimeric complex of PCNA-like proteins that is loaded onto DNA at sites of DNA damage.|Note that the following subunit names have been used: human RAD9/RAD1/HUS1; S. pombe Rad9/Rad1/Hus1; S. cerevisiae Ddc1p/Rad17p/Mec3p.,GO:0140513|GO:0000794,cellular_component,1,53,checkpoint clamp complex,GO:0030897,0,13
GO:1905202,12,methylcrotonoyl-CoA carboxylase complex,"A protein complex capable of methylcrotonoyl-CoA carboxylase activity. In mammals, it is a mitochondrial complex comprising a dodecamer of 6 alpha and 6 beta subunits: MCCC-alpha has a covalently bound biotin essential for the ATP-dependent carboxylation; MCCC-beta possesses carboxyltransferase activity which presumably is essential for binding to 3-methylcrotonyl-CoA.",GO:1902494,cellular_component,0,0,methylcrotonoyl-CoA carboxylase complex,GO:0009318,0,13
GO:0005797,12,Golgi medial cisterna,The middle Golgi cisterna (or cisternae).,GO:0031985,cellular_component,4,16,Golgi medial cisterna,GO:0031987,0,13
GO:0001939,11,female pronucleus,The pronucleus originating from the ovum that is being fertilized.,GO:0045120,cellular_component,0,839,female pronucleus,GO:0001938,0,13
GO:0140275,13,MIB complex,"A mitochondrial intermembrane space bridging complex consisting of components of the MICOS complex in the inner mitochondrial membrane, the SAM complex in the outer membrane, a conserved DNAJ protein (human DNAJC11) and Metaxin 1.",GO:0098800,cellular_component,1,119,MIB complex,GO:0140513,0,13
GO:0032591,16,dendritic spine membrane,The portion of the plasma membrane surrounding a dendritic spine.,GO:0097060|GO:0032590|GO:0043197|GO:0032589,cellular_component,2,6,dendritic spine membrane,GO:0097060,0,14
GO:0005798,16,Golgi-associated vesicle,Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell.|Note that this definition includes vesicles that are transiently associated with the Golgi.,GO:0031410,cellular_component,16,34,Golgi-associated vesicle,GO:0005798,1,14
GO:1990909,17,Wnt signalosome,"A multiprotein protein complex containing membrane-localized Wnt receptors and cytosolic protein complexes, which is capable of transmitting the Wnt signal. Contains at least a Wnt protein, LRP5 or LRP6, a member of the Frizzled (Fz) family, Axin and and a Dishevelled (DVL) protein.|Within the Wnt signalosome, beta-catenin phosphorylation is inhibited through internalization of the signalosome complex, resulting in the sequestration of GSK3-beta into multi-vesicular bodies. No longer phosphorylated and targeted for degradation, beta-catenin is free to enter the nucleus and modulate downstream transcription.",GO:0032991,cellular_component,5,278,Wnt signalosome,GO:1990909,1,14
GO:0033270,16,paranode region of axon,An axon part that is located adjacent to the nodes of Ranvier and surrounded by lateral loop portions of myelin sheath.,GO:0044304|GO:0110165,cellular_component,3,0,paranode region of axon,GO:0033270,1,14
GO:0008622,15,epsilon DNA polymerase complex,"A heterotetrameric DNA polymerase complex that catalyzes processive DNA synthesis in the absence of PCNA, but is further stimulated in the presence of PCNA. The complex contains a large catalytic subunit and three small subunits, and is best characterized in Saccharomyces, in which the subunits are named Pol2p, Dpb2p, Dpb3p, and Dpb4p. Some evidence suggests that DNA polymerase epsilon is the leading strand polymerase; it is also involved in nucleotide-excision repair and mismatch repair.",GO:0140513|GO:0042575|GO:0000228,cellular_component,0,5,epsilon DNA polymerase complex,GO:0042576,0,14
GO:0089701,14,U2AF complex,A heterodimeric protein complex consisting of conserved large and small U2AF subunits that contributes to spliceosomal RNA splicing by binding to consensus sequences at the 3' splice site. U2AF is required to stabilize the association of the U2 snRNP with the branch point.,GO:0140513,cellular_component,1,129,U2AF complex,GO:0071008,0,14
GO:1990316,17,Atg1/ULK1 kinase complex,"A protein complex consisting of Atg1 (or Atg1 homologs e.g. ULK1, ULK2 in mammals) and Atg13 along with other proteins that regulate its function (e.g. Atg17 in yeast or RB1CC1(FIP200) in mammals). This complex has serine/threonine protein kinase activity and is involved in autophagosome formation.",GO:1902554|GO:0005737,cellular_component,3,0,Atg1/ULK1 kinase complex,GO:0031439,0,14
GO:0034098,17,VCP-NPL4-UFD1 AAA ATPase complex,"A multiprotein ATPase complex required for the efficient dislocation of ER-lumenal degradation substrates, and their subsequent proteolysis by the proteasome. In budding yeast, this complex includes Cdc48p, Npl4p and Ufd1p proteins. In mammals, this complex includes a hexamer of VCP/p97 (a cytosolic ATPase) and trimers of each of its cofactors UFD1L and NPL4 (NPLOC4) (e.g. a 6:3:3 stoichiometry).",GO:0140534|GO:0098796|GO:0005789,cellular_component,2,0,no appropriate match,GO:0000000,0,14
GO:0000783,14,nuclear telomere cap complex,A complex of DNA and protein located at the end of a linear chromosome in the nucleus that protects and stabilizes a linear chromosome.|Note that this term can be used in place of the obsolete cellular component term 'telomere ; GO:0005696'. Use with caution because this term refers to a specific protein complex and not a region of the chromosome.,GO:0140513|GO:0000782,cellular_component,8,11,nuclear telomere cap complex,GO:0070188,0,14
GO:0005859,16,muscle myosin complex,A filament of myosin found in a muscle cell of any type.,GO:0043292|GO:0016460,cellular_component,24,15,muscle myosin complex,GO:0005859,1,14
GO:0071004,20,U2-type prespliceosome,"A spliceosomal complex that is formed by association of the 5' splice site with the U1 snRNP, while the branch point sequence is recognized by the U2 snRNP. The prespliceosome includes many proteins in addition to those found in the U1 and U2 snRNPs. Commitment to a given pair of 5' and 3' splice sites occurs at the time of prespliceosome formation.",GO:0071010|GO:0005684,cellular_component,5,0,U2-type prespliceosome,GO:0071011,0,15
GO:0030286,19,dynein complex,"Any of several large complexes that contain two or three dynein heavy chains and several light chains, and have microtubule motor activity.",GO:1902494|GO:0005875,cellular_component,26,1972,dynein complex,GO:0030286,1,15
GO:0005742,18,mitochondrial outer membrane translocase complex,A large complex of the mitochondrial outer membrane that mediates transport of proteins into all mitochondrial compartments.,GO:0098799,cellular_component,11,45,mitochondrial outer membrane translocase complex,GO:0005741,0,15
GO:0030681,22,multimeric ribonuclease P complex,A ribonuclease P complex that generally contains a single RNA molecule and several protein molecules. Examples of this complex are found in Archaeal species.,GO:0030677,cellular_component,0,0,multimeric ribonuclease P complex,GO:0030682,0,15
GO:0042612,18,MHC class I protein complex,"A transmembrane protein complex composed of a MHC class I alpha chain and an invariant beta2-microglobin chain, and with or without a bound peptide antigen. Class I here refers to classical class I molecules.|See also the cellular component term 'MHC class I peptide loading complex ; GO:0042824'.",GO:0042611,cellular_component,47,197,MHC class I protein complex,GO:0042612,1,15
GO:0032982,23,myosin filament,"A supramolecular fiber containing myosin heavy chains, plus associated light chains and other proteins, in which the myosin heavy chains are arranged into a filament.",GO:0099512,cellular_component,20,2186,myosin filament,GO:0030482,0,15
GO:0097504,18,Gemini of coiled bodies,"Nuclear bodies frequently found near or associated with Cajal bodies (also called coiled bodies or CBs). Gemini of coiled bodies, or 'gems', are similar in size and shape to CBs, and often indistinguishable under the microscope. Unlike CBs, gems do not contain small nuclear ribonucleoproteins (snRNPs); they contain a protein called survivor of motor neurons (SMN) whose function relates to snRNP biogenesis. Gems are believed to assist CBs in snRNP biogenesis, and to play a role in the etiology of spinal muscular atrophy (SMA).",GO:0016604,cellular_component,0,266,Gemini of coiled bodies,GO:0035183,0,15
GO:0099092,23,"postsynaptic density, intracellular component","A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.",GO:0014069|GO:0043228|GO:0099091,cellular_component,6,0,postsynaptic density,GO:0014069,0,15
GO:0120212,20,sperm head-tail coupling apparatus,A centrosome-based structure consisting of two cylindrical microtubule-based centrioles and associated components which anchors the flagellum to the sperm head.,GO:0110165,cellular_component,0,28,no appropriate match,GO:0000000,0,15
GO:0000346,21,transcription export complex,"The transcription export (TREX) complex couples transcription elongation by RNA polymerase II to mRNA export. The complex associates with the polymerase and travels with it along the length of the transcribed gene. TREX is composed of the THO transcription elongation complex as well as other proteins that couple THO to mRNA export proteins. The TREX complex is known to be found in a wide range of eukaryotes, including S. cerevisiae and metazoans.",GO:0140513,cellular_component,6,313,transcription export complex,GO:0000346,1,15
GO:0031941,33,filamentous actin,"A two-stranded helical polymer of the protein actin.|Note that this term refers only to the actin portion of a microfilament, and does not encompass associated proteins. See also the cellular component term 'actin filament ; GO:0005884'.",GO:0005884|GO:0032991,cellular_component,9,16302,actin filament,GO:0005884,0,16
GO:0031090,28,organelle membrane,A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle.,GO:0016020|GO:0043227,cellular_component,101,2938,organelle membrane,GO:0031090,1,16
GO:0070382,32,exocytic vesicle,"A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis.",GO:0099503|GO:0030133,cellular_component,14,503,exocytic vesicle,GO:0070382,1,16
GO:0000145,30,exocyst,A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals.,GO:0099023|GO:0005938,cellular_component,17,7072,exocyst,GO:0000145,1,16
GO:0042105,27,alpha-beta T cell receptor complex,"A T cell receptor complex in which the TCR heterodimer comprises alpha and beta chains, associated with the CD3 complex; recognizes a complex consisting of an antigen-derived peptide bound to a class I or class II MHC protein.",GO:0042101,cellular_component,9,35,alpha-beta T cell receptor complex,GO:0042101,0,16
GO:0005839,34,proteasome core complex,"A multisubunit barrel shaped endoprotease complex, which is the core of the proteasome complex.",GO:1902494|GO:0140535|GO:0000502,cellular_component,67,367,proteasome core complex,GO:0005839,1,16
GO:1902494,25,catalytic complex,A protein complex which is capable of catalytic activity.,GO:0032991,cellular_component,24,2110,catalytic complex,GO:1902494,1,16
GO:0016460,26,myosin II complex,"A myosin complex containing two class II myosin heavy chains, two myosin essential light chains and two myosin regulatory light chains. Also known as classical myosin or conventional myosin, the myosin II class includes the major muscle myosin of vertebrate and invertebrate muscle, and is characterized by alpha-helical coiled coil tails that self assemble to form a variety of filament structures.",GO:0016459,cellular_component,15,103,myosin II complex,GO:0016459,0,16
GO:0017059,25,serine palmitoyltransferase complex,"A protein complex that catalyses the condensation of L-serine with palmitoyl-CoA to form 3-ketosphinganine, the sphingoid base which is the starting point for all sphingolipids. In bacteria the enzyme is a cytoplasmic homodimer, whereas in eukaryotes the enzyme is a multiprotein complex localised to the endoplasmic reticulum. The eukaryotic complex consists of catalytic components (SPTLC1, SPTLC2 and SPTLC3 in humans; LCB1 and LCB2 in S. cerevisiae) and regulatory components, which include activators (SPTSSA/SPTSSB in humans, TSC3 in S. cerevisiae) and negative regulators (ORMDL1/ORMDL2/ORMDL3 in humans, ORM1/2 in S. cerevisiae ).",GO:0002178,cellular_component,2,85,serine palmitoyltransferase complex,GO:0005762,0,16
GO:0043083,26,synaptic cleft,"The narrow gap that separates the presynaptic and postsynaptic membranes, into which neurotransmitter is released.",GO:0005576,cellular_component,6,19866,synaptic cleft,GO:0043083,1,16
GO:0032590,35,dendrite membrane,The portion of the plasma membrane surrounding a dendrite.,GO:0030425|GO:0032589,cellular_component,8,212,dendrite membrane,GO:0032590,1,17
GO:0005891,40,voltage-gated calcium channel complex,A protein complex that forms a transmembrane channel through which calcium ions may pass in response to changes in membrane potential.,GO:0098797|GO:0034704,cellular_component,26,281,voltage-gated calcium channel complex,GO:0005891,1,17
GO:0031083,42,BLOC-1 complex,"A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins.",GO:0031082,cellular_component,0,266,BLOC-1 complex,GO:0031083,1,17
GO:0048188,41,Set1C/COMPASS complex,"A conserved protein complex that catalyzes methylation of histone H3. In Saccharomyces the complex contains Shg1p, Sdc1p, Swd1p, Swd2p, Swd3p, Spp1p, Bre2p, and the trithorax-related Set1p; in mammals it contains the catalytic subunit (SETD1A or SETD1B), WDR5, WDR82, RBBP5, ASH2L/ASH2, CXXC1/CFP1, HCFC1 and DPY30.",GO:0035097,cellular_component,4,0,Set1C/COMPASS complex,GO:0035097,0,17
GO:0043240,47,Fanconi anaemia nuclear complex,"A protein complex composed of the Fanconi anaemia (FA) proteins including A, C, E, G and F (FANCA-F). Functions in the activation of the downstream protein FANCD2 by monoubiquitylation, and is essential for protection against chromosome breakage.",GO:0140513,cellular_component,3,7,Fanconi anaemia nuclear complex,GO:0043240,1,17
GO:0005744,35,TIM23 mitochondrial import inner membrane translocase complex,The protein transport machinery of the mitochondrial inner membrane that typically transports proteins that possess a matrix-targeting N-terminal presequence. The TIM23 complex contains three essential Tim proteins: Tim17 and Tim23 are thought to build a preprotein translocation channel while Tim44 interacts transiently with the matrix heat-shock protein Hsp70 to form an ATP-driven import motor.|See also the cellular component term 'mitochondrial inner membrane ; GO:0005743'.,GO:0098800,cellular_component,7,0,TIM23 mitochondrial import inner membrane translocase complex,GO:0005744,1,17
GO:0005795,41,Golgi stack,"The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack.",GO:0098791,cellular_component,5,2489,Golgi stack,GO:0005795,1,17
GO:0035097,37,histone methyltransferase complex,A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins.,GO:0005654|GO:0034708|GO:0140513,cellular_component,19,1648,histone methyltransferase complex,GO:0035097,1,17
GO:0005832,44,chaperonin-containing T-complex,A multisubunit ring-shaped complex that mediates protein folding in the cytosol without a cofactor.,GO:0101031|GO:0005829,cellular_component,24,623,chaperonin-containing T-complex,GO:0005832,1,17
GO:0140672,35,ATAC complex,"A chromatin remodeling complex that regulates transcription via acetylation primarily of nucleosomal histones H3 and possibly H4. Shares the histone acetylation (HAT) module of GCN5/PCAF-ADA2-ADA3-SGF29 (or orthologs) with the related SAGA complex (GO:0000124). Contains HAT subunits GCN5 or PCAF in a mutually exclusive manner. In addition to the HAT module contains DR1/NC2B, KAT14, MBIP, WDR5, YEATS2 and ZZZ3 or orthologs. Also regulates the activity of non-histone targets and orchestrates mitotic progression by regulating Cyclin A degradation through acetylation.",GO:0070461,cellular_component,0,180,ATAC complex,GO:0071212,0,17
GO:0035267,73,NuA4 histone acetyltransferase complex,"A complex having histone acetylase activity on chromatin, as well as ATPase, DNA helicase and structural DNA binding activities. The complex is thought to be involved in double-strand DNA break repair. Subunits of the human complex include HTATIP/TIP60, TRRAP, RUVBL1, BUVBL2, beta-actin and BAF53/ACTL6A. In yeast, the complex has 13 subunits, including the catalytic subunit Esa1 (homologous to human Tip60).",GO:0043189,cellular_component,11,581,NuA4 histone acetyltransferase complex,GO:0035267,1,18
GO:0005581,59,collagen trimer,A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures.,GO:0032991,cellular_component,185,940,collagen trimer,GO:0098644,0,18
GO:0005834,54,heterotrimeric G-protein complex,Any of a family of heterotrimeric GTP-binding and hydrolyzing proteins; they belong to a superfamily of GTPases that includes monomeric proteins such as EF-Tu and RAS. Heterotrimeric G-proteins consist of three subunits; the alpha subunit contains the guanine nucleotide binding site and possesses GTPase activity; the beta and gamma subunits are tightly associated and function as a beta-gamma heterodimer; extrinsic plasma membrane proteins (cytoplasmic face) that function as a complex to transduce signals from G protein-coupled receptors to an effector protein.|See also the molecular function term 'G protein-coupled receptor activity ; GO:0004930'.,GO:1905360|GO:0098797|GO:0031234,cellular_component,12,935,heterotrimeric G-protein complex,GO:0005834,1,18
GO:0097431,66,mitotic spindle pole,"Either of the ends of a mitotic spindle, a spindle that forms as part of mitosis, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.",GO:0000922|GO:0072686,cellular_component,8,681,mitotic spindle pole,GO:0097431,1,18
GO:0042645,59,mitochondrial nucleoid,The region of a mitochondrion to which the DNA is confined.,GO:0009295|GO:0005759|GO:0043232,cellular_component,10,1007,mitochondrial nucleoid,GO:0042645,1,18
GO:0031093,69,platelet alpha granule lumen,The volume enclosed by the membrane of the platelet alpha granule.,GO:0031091|GO:0034774,cellular_component,68,308,platelet alpha granule lumen,GO:0031093,1,18
GO:0000815,49,ESCRT III complex,"A complex with membrane scission activity that plays a major role in many processes where membranes are remodelled - including endosomal transport (vesicle budding), nuclear envelope organisation (membrane closure, mitotic bridge cleavage), and cytokinesis (abscission).",GO:0098796|GO:0036452|GO:0010008,cellular_component,6,1785,ESCRT III complex,GO:0036459,0,18
GO:0000792,55,heterochromatin,A compact and highly condensed form of chromatin that is refractory to transcription.,GO:0000785,cellular_component,24,61643,heterochromatin,GO:0000792,1,18
GO:0030136,75,clathrin-coated vesicle,A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes.,GO:0030135,cellular_component,35,3024,clathrin-coated vesicle,GO:0030136,1,18
GO:0005697,50,telomerase holoenzyme complex,"Telomerase is a ribonucleoprotein enzyme complex, with a minimal catalytic core composed of a catalytic reverse transcriptase subunit and an RNA subunit that provides the template for telomeric DNA addition. In vivo, the holoenzyme complex often contains additional subunits.",GO:1990904|GO:1902494|GO:0140513,cellular_component,12,124,telomerase holoenzyme complex,GO:0005697,1,18
GO:0045095,123,keratin filament,"A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins.",GO:0005882,cellular_component,60,1496,keratin filament,GO:0045095,1,19
GO:0030666,118,endocytic vesicle membrane,The lipid bilayer surrounding an endocytic vesicle.,GO:0098588|GO:0030659|GO:0030139,cellular_component,36,307,endocytic vesicle membrane,GO:0030666,1,19
GO:0005902,90,microvillus,"Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells.|Note that this term refers to a projection from a single cell, and should not be confused with 'microvillus' as used to refer to a multicellular structure such as that found in the placenta.",GO:0098858,cellular_component,11,6128,microvillus,GO:0005902,1,19
GO:0030426,133,growth cone,"The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic.",GO:0150034|GO:0030427,cellular_component,29,19520,growth cone,GO:0030426,1,19
GO:0042383,124,sarcolemma,"The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers.",GO:0005886,cellular_component,49,18699,sarcolemma,GO:0042383,1,19
GO:0098793,194,presynapse,The part of a synapse that is part of the presynaptic cell.,GO:0045202|GO:0110165,cellular_component,66,2608,presynapse,GO:0098793,1,19
GO:0035579,91,specific granule membrane,"The lipid bilayer surrounding a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase.",GO:0042581|GO:0030667,cellular_component,33,91,specific granule membrane,GO:0035579,1,19
GO:0033116,140,endoplasmic reticulum-Golgi intermediate compartment membrane,The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system.,GO:0005793|GO:0098588,cellular_component,7,23,endoplasmic reticulum-Golgi intermediate compartment membrane,GO:0033116,1,19
GO:0098685,102,Schaffer collateral - CA1 synapse,A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell.,GO:0045202,cellular_component,6,346,no appropriate match,GO:0000000,0,19
GO:1990904,206,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.,GO:0032991,cellular_component,72,15971,ribonucleoprotein complex,GO:0030529,0,19
GO:0009897,476,external side of plasma membrane,The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface.,GO:0005886|GO:0098552|GO:0009986,cellular_component,223,984,external side of plasma membrane,GO:0009897,1,20
GO:0000139,1397,Golgi membrane,The lipid bilayer surrounding any of the compartments of the Golgi apparatus.,GO:0098588|GO:0005794,cellular_component,69,7070,Golgi membrane,GO:0000139,1,20
